ID;SAFRA;CEP;IDADE;GENERO;RENDA;SCORE_F1;SCORE_F2;IND_BOM
2739;201908;35720000;21;M;1500.0;509.0;733.0;1
2740;201907;29313790;26;M;6000.0;750.0;734.0;1
2741;201909;29182305;30;F;2200.0;896.0;589.0;1
2742;201906;23900437;28;M;7200.0;571.0;656.0;1
2743;201908;27965055;29;F;4500.0;143.0;553.0;0
2744;201907;1242000;48;M;20000.0;915.0;706.0;1
2745;201908;25725227;32;;1200.0;649.0;751.0;1
2746;201909;25725271;33;F;1200.0;630.0;722.0;1
2747;201906;29140060;25;M;3000.0;328.0;571.0;1
2748;201906;28905970;29;M;1309.1;475.0;671.0;1
2749;201907;30810230;22;F;2300.0;596.0;641.0;1
2750;201906;24421220;28;M;5100.0;538.0;655.0;1
2751;201907;9530211;47;F;5020.0;448.0;790.0;1
2752;201908;4823420;46;F;2500.0;870.0;638.0;1
2753;201909;33841215;22;F;2000.0;493.0;605.0;0
2754;201907;24416180;29;M;3500.0;654.0;710.0;1
2755;201907;27935360;29;M;1565.0;596.0;671.0;1
2756;201907;6070200;46;M;30000.0;736.0;794.0;1
2757;201908;29171237;30;M;1500.0;238.0;594.0;0
2758;201906;2728080;48;M;3400.0;787.0;693.0;1
2759;201905;25685200;28;M;1415.0;481.0;686.0;1
2760;201907;2550000;48;F;8300.0;889.0;687.0;1
2761;201909;87053598;54;F;1800.0;767.0;534.0;0
2762;201908;8215400;46;;3000.0;892.0;798.0;1
2763;201909;29967000;26;M;1400.0;602.0;607.0;1
2764;201909;74670090;63;M;4000.0;428.0;703.0;0
2765;201909;4431140;45;M;3500.0;518.0;677.0;1
2766;201906;31748435;21;M;1200.0;551.0;767.0;1
2767;201905;28060120;25;F;2500.0;747.0;575.0;0
2768;201906;29150270;29;F;3100.0;744.0;610.0;1
2769;201907;3349000;49;F;12000.0;403.0;794.0;1
2770;201907;23026220;28;F;3000.0;364.0;710.0;1
2771;201909;4348070;46;F;6500.0;503.0;704.0;1
2772;201906;24110002;29;F;2000.0;563.0;569.0;1
2773;201909;7173170;48;M;4000.0;447.0;804.0;1
2774;201909;39620000;24;M;2000.0;560.0;495.0;0
2775;201905;4815120;47;M;7000.0;707.0;598.0;0
2776;201908;36032430;24;M;1200.0;828.0;678.0;1
2777;201905;4459200;46;M;7000.0;921.0;705.0;1
2778;201909;2435003;46;F;5210.0;752.0;675.0;1
2779;201907;26190010;26;M;3300.0;591.0;573.0;0
2780;201908;5864030;47;M;1800.0;570.0;682.0;0
2781;201909;34000440;22;M;1250.0;367.0;612.0;1
2782;201905;22061010;28;M;2300.0;462.0;587.0;1
2783;201909;66060440;62;M;3400.0;282.0;704.0;1
2784;201909;29850000;30;M;5700.0;608.0;714.0;1
2785;201909;29171239;25;M;1500.0;420.0;743.0;0
2786;201909;28925748;29;M;2000.0;584.0;829.0;0
2787;201907;27279635;29;F;3100.0;791.0;689.0;1
2788;201907;26385350;27;M;2000.0;618.0;765.0;1
2789;201909;29104150;26;M;2221.0;571.0;650.0;1
2790;201906;21515210;26;M;2000.0;696.0;738.0;1
2791;201908;20770006;22;F;1600.0;615.0;661.0;1
2792;201906;16900078;44;M;1642.0;327.0;601.0;1
2793;201908;26180370;12;M;1250.0;305.0;686.0;1
2794;201906;75904436;24;F;1875.0;621.0;707.0;1
2795;201906;29950000;24;M;2150.0;775.0;732.0;1
2796;201909;13181775;49;M;10000.0;895.0;710.0;1
2797;201908;27936010;26;F;2300.0;758.0;596.0;1
2798;201906;12200000;44;M;10000.0;886.0;749.0;1
2799;201907;29118717;27;M;1600.0;801.0;634.0;1
2800;201907;29704878;27;F;2100.0;811.0;729.0;1
2801;201909;14815000;47;F;3000.0;179.0;704.0;1
2802;201909;38180122;23;M;1500.0;510.0;722.0;1
2803;201907;18045490;46;F;2800.0;529.0;708.0;1
2804;201907;26113560;25;M;4800.0;503.0;701.0;1
2805;201908;32371250;22;F;1500.0;479.0;618.0;0
2806;201909;4043000;42;F;4100.0;697.0;792.0;1
2807;201905;28950000;27;F;1800.0;442.0;586.0;0
2808;201909;26290648;27;M;2000.0;552.0;702.0;1
2809;201908;6053020;49;M;4500.0;542.0;530.0;1
2810;201905;6053020;46;M;7285.0;674.0;710.0;1
2811;201906;22743041;29;M;5000.0;710.0;644.0;0
2812;201907;35661141;21;M;1800.0;717.0;524.0;0
2813;201909;28026120;26;F;1600.0;745.0;560.0;0
2814;201907;33940215;22;M;2500.0;596.0;595.0;0
2815;201909;23900000;28;F;1600.0;241.0;519.0;1
2816;201905;21051370;26;F;2000.0;535.0;558.0;0
2817;201909;20920340;24;F;1400.0;576.0;638.0;1
2818;201907;22780084;26;M;8000.0;2.0;695.0;0
2819;201908;14802312;49;M;8000.0;481.0;586.0;0
2820;201908;14802312;49;M;8000.0;398.0;586.0;0
2821;201908;19913390;47;M;2000.0;643.0;726.0;1
2822;201907;13221290;48;M;10000.0;689.0;754.0;1
2823;201909;24426400;28;F;3000.0;635.0;734.0;1
2824;201906;13855100;49;F;2000.0;705.0;724.0;1
2825;201905;88066051;45;F;4260.0;717.0;675.0;1
2826;201909;28640000;29;F;1380.0;350.0;592.0;0
2827;201908;7792715;28;M;4500.0;490.0;707.0;1
2828;201906;3627100;45;F;5801.0;506.0;687.0;0
2829;201909;21610290;26;M;2100.0;431.0;669.0;1
2830;201907;8700000;28;M;3544.0;524.0;774.0;1
2831;201906;28470000;28;F;2000.0;453.0;719.0;1
2832;201907;20715310;29;F;3700.0;247.0;455.0;0
2833;201907;20715310;29;F;3700.0;213.0;455.0;0
2834;201906;21250570;27;F;5005.0;2.0;619.0;0
2835;201905;30881260;22;M;2500.0;736.0;633.0;1
2836;201907;1242000;51;F;16000.0;856.0;739.0;1
2837;201909;18130000;51;M;7700.0;781.0;759.0;1
2838;201909;14405244;47;F;2500.0;599.0;756.0;1
2839;201906;2649020;45;M;2900.0;286.0;726.0;1
2840;201909;36788000;21;M;1800.0;401.0;559.0;0
2841;201908;4660000;46;M;35000.0;789.0;790.0;1
2842;201909;28950000;29;F;4000.0;716.0;797.0;1
2843;201908;5367140;45;;2000.0;492.0;607.0;1
2844;201909;38140000;21;M;1700.0;210.0;589.0;1
2845;201909;23036155;26;M;3800.0;758.0;713.0;1
2846;201908;28895386;28;F;1500.0;2.0;627.0;1
2847;201906;6414000;12;M;15000.0;764.0;831.0;1
2848;201906;23031320;25;M;1200.0;509.0;588.0;0
2849;201907;6182270;41;F;18000.0;722.0;640.0;1
2850;201909;13214661;45;M;10000.0;713.0;723.0;0
2851;201907;18017230;46;F;25000.0;503.0;728.0;1
2852;201907;29166946;24;F;4000.0;674.0;625.0;1
2853;201905;4660002;45;M;3800.0;534.0;674.0;1
2854;201909;20961005;27;M;3200.0;518.0;697.0;1
2855;201907;14020610;51;F;2000.0;663.0;750.0;1
2856;201908;23088370;28;M;10000.0;593.0;754.0;1
2857;201905;24452005;27;F;3400.0;512.0;660.0;0
2858;201908;27140080;25;F;1500.0;503.0;741.0;1
2859;201907;22713001;29;F;4000.0;565.0;541.0;0
2860;201909;25035400;26;M;2500.0;733.0;721.0;1
2861;201909;6700255;44;M;3977.0;635.0;643.0;1
2862;201909;21235490;27;M;2500.0;643.0;680.0;0
2863;201909;6462010;47;F;2110.0;163.0;566.0;1
2864;201906;71920010;63;M;6000.0;823.0;714.0;1
2865;201908;23946160;26;M;2500.0;453.0;626.0;1
2866;201908;22790877;27;M;9000.0;640.0;576.0;1
2867;201907;8121530;45;F;1460.0;559.0;757.0;0
2868;201909;20241360;24;M;2000.0;612.0;698.0;1
2869;201907;9941057;44;M;5060.0;579.0;727.0;1
2870;201905;8380012;47;F;3700.0;275.0;770.0;1
2871;201909;27210210;26;F;1870.0;822.0;547.0;1
2872;201907;8275380;45;M;15000.0;892.0;614.0;0
2873;201908;6713180;12;F;1200.0;367.0;717.0;1
2874;201906;18970000;47;F;2500.0;886.0;762.0;1
2875;201909;28470000;26;M;1158.0;643.0;640.0;1
2876;201907;28300000;27;M;1350.0;501.0;562.0;1
2877;201907;4261000;46;F;3500.0;638.0;659.0;1
2878;201909;70754090;70;M;18000.0;847.0;735.0;1
2879;201908;6343360;43;F;2500.0;741.0;823.0;1
2880;201909;22641004;26;M;3150.0;711.0;706.0;0
2881;201907;22743070;25;M;1500.0;534.0;649.0;1
2882;201907;2435000;44;F;11300.0;537.0;687.0;1
2883;201906;23525186;24;M;1800.0;445.0;738.0;1
2884;201909;15115000;42;F;5200.0;630.0;790.0;1
2885;201907;2915000;44;F;6000.0;509.0;673.0;1
2886;201908;8235080;43;M;5000.0;694.0;692.0;1
2887;201908;54470100;61;M;10200.0;680.0;758.0;1
2888;201907;22730180;24;M;1800.0;584.0;693.0;1
2889;201909;27949100;38;M;5000.0;551.0;613.0;1
2890;201905;9972260;50;M;3800.0;787.0;768.0;1
2891;201907;29162010;23;M;1600.0;487.0;574.0;0
2892;201909;25015327;25;F;4000.0;809.0;775.0;1
2893;201908;9751440;47;F;5000.0;560.0;632.0;1
2894;201906;9854540;43;M;5000.0;401.0;737.0;1
2895;201906;14406307;46;M;4293.01;886.0;817.0;1
2896;201908;27525396;23;M;1547.0;563.0;627.0;1
2897;201906;25804010;26;F;2315.0;783.0;602.0;1
2898;201909;6950000;46;F;3000.0;250.0;525.0;0
2899;201909;6950000;46;F;1505.0;266.0;525.0;0
2900;201908;18085610;45;F;2350.0;928.0;792.0;1
2901;201906;27521400;26;F;2000.0;727.0;664.0;1
2902;201908;13061311;46;M;5200.0;884.0;760.0;1
2903;201905;28970000;23;F;8000.0;506.0;613.0;0
2904;201908;26535330;24;F;2006.0;559.0;698.0;0
2905;201906;22451390;25;F;2000.0;347.0;600.0;0
2906;201909;28623760;21;M;2200.0;282.0;623.0;1
2907;201909;26221070;25;M;1200.0;440.0;639.0;0
2908;201907;14807014;49;F;4500.0;833.0;673.0;1
2909;201905;13564350;46;F;4000.0;809.0;655.0;1
2910;201908;28180000;22;F;1500.0;445.0;624.0;1
2911;201909;23032000;27;M;3500.0;292.0;504.0;0
2912;201907;2243000;42;F;5881.0;904.0;780.0;1
2913;201908;3344110;45;F;2200.0;487.0;628.0;0
2914;201905;6719500;41;M;7200.0;878.0;696.0;1
2915;201905;22793320;24;F;6500.0;535.0;766.0;1
2916;201908;3216000;43;M;3800.0;836.0;714.0;1
2917;201908;25530530;22;F;1500.0;324.0;585.0;0
2918;201907;22760175;24;F;1400.0;422.0;506.0;0
2919;201909;3590060;44;M;4500.0;529.0;562.0;0
2920;201907;21865040;24;M;1500.0;633.0;528.0;0
2921;201905;4777001;67;F;2000.0;794.0;588.0;1
2922;201909;20060050;25;M;5100.0;549.0;676.0;1
2923;201906;24734315;25;M;3000.0;278.0;616.0;0
2924;201906;2802120;47;F;5000.0;845.0;727.0;1
2925;201909;83404160;47;M;3700.0;660.0;559.0;0
2926;201907;43700000;59;M;5000.0;683.0;759.0;1
2927;201909;38408550;43;F;5000.0;534.0;652.0;1
2928;201907;23060040;23;M;2000.0;576.0;752.0;1
2929;201908;8340200;44;M;4900.0;696.0;651.0;1
2930;201908;6711360;44;F;5000.0;392.0;554.0;0
2931;201909;26030065;28;M;1600.0;179.0;671.0;1
2932;201905;24451460;25;M;5000.0;680.0;635.0;0
2933;201907;13187242;47;M;3000.0;750.0;584.0;1
2934;201908;23946110;59;F;1800.0;289.0;698.0;1
2935;201908;21250190;22;F;1560.0;528.0;630.0;1
2936;201906;6180220;45;M;11000.0;872.0;759.0;1
2937;201909;22071030;25;F;2100.0;747.0;577.0;0
2938;201909;27263100;24;M;2500.0;577.0;671.0;1
2939;201907;2338010;44;F;15000.0;668.0;675.0;1
2940;201907;2312070;45;M;2000.0;714.0;636.0;1
2941;201909;2858030;47;M;2150.0;495.0;684.0;1
2942;201908;2208120;51;M;3500.0;405.0;625.0;1
2943;201908;24756151;25;M;5000.0;811.0;676.0;1
2944;201906;25011345;25;M;2000.0;531.0;707.0;1
2945;201909;65031630;25;M;3825.0;447.0;631.0;1
2946;201908;13148913;47;F;15000.0;870.0;858.0;1
2947;201908;8320130;47;F;5600.0;571.0;709.0;1
2948;201908;9270430;45;F;5000.0;493.0;740.0;1
2949;201907;9060050;47;F;3000.0;854.0;722.0;1
2950;201905;89130000;24;M;1700.0;440.0;595.0;1
2951;201905;9310350;46;F;4000.0;654.0;635.0;1
2952;201908;28633525;24;F;1200.0;727.0;529.0;1
2953;201907;27943631;23;M;2500.0;278.0;552.0;0
2954;201906;6053130;44;F;7600.0;814.0;762.0;1
2955;201905;6365580;41;M;4000.0;675.0;757.0;1
2956;201909;18020210;79;F;4000.0;660.0;790.0;1
2957;201908;28950000;22;M;2000.0;439.0;562.0;0
2958;201905;2423070;49;M;2300.0;303.0;647.0;0
2959;201907;6028110;42;F;4600.0;683.0;760.0;1
2960;201907;5570200;43;F;5140.0;598.0;663.0;1
2961;201908;28300000;24;M;2500.0;395.0;711.0;1
2962;201909;2403045;48;F;2599.0;815.0;718.0;1
2963;201909;21010300;23;M;3500.0;811.0;666.0;1
2964;201906;6086040;44;F;12100.0;787.0;658.0;1
2965;201905;81580200;79;M;7025.0;825.0;755.0;1
2966;201909;29144656;22;F;1200.0;702.0;647.0;1
2967;201907;4377200;50;;5000.0;509.0;635.0;0
2968;201906;3152020;46;;5644.0;730.0;680.0;1
2969;201907;2465030;45;F;5200.0;696.0;894.0;1
2970;201908;29780000;25;M;4000.0;98.0;570.0;0
2971;201905;26600000;25;M;1600.0;532.0;544.0;0
2972;201909;4640230;48;F;12600.0;745.0;807.0;1
2973;201905;31570410;24;M;4000.0;531.0;741.0;1
2974;201907;24431730;25;F;2638.47;643.0;588.0;1
2975;201906;22630010;24;F;3000.0;443.0;573.0;0
2976;201908;71919360;25;F;2000.0;456.0;537.0;0
2977;201907;8110160;48;F;8000.0;859.0;780.0;1
2978;201909;13575090;46;M;6000.0;598.0;779.0;1
2979;201908;4087003;48;F;12000.0;677.0;763.0;1
2980;201908;29157415;21;F;2000.0;626.0;709.0;1
2981;201907;7113040;50;M;6969.0;470.0;744.0;1
2982;201905;13471700;45;M;6500.0;876.0;661.0;1
2983;201909;29830000;22;M;1500.0;674.0;528.0;1
2984;201906;6680110;45;M;5000.0;856.0;613.0;0
2985;201907;6680110;45;M;6000.0;565.0;590.0;0
2986;201909;23040620;26;M;1600.0;742.0;633.0;1
2987;201907;9380360;46;F;7000.0;828.0;754.0;1
2988;201907;9121010;45;F;2500.0;29.0;660.0;0
2989;201909;17020210;48;F;6980.0;506.0;653.0;0
2990;201907;19907540;54;F;5900.0;870.0;773.0;1
2991;201906;17060460;57;F;2380.0;700.0;637.0;0
2992;201907;14095020;57;F;3500.0;588.0;646.0;0
2993;201907;20561240;24;M;2500.0;895.0;648.0;1
2994;201907;25035530;26;M;2800.0;478.0;675.0;1
2995;201906;24210070;24;F;1200.0;568.0;674.0;1
2996;201908;23064230;25;M;1925.0;289.0;544.0;0
2997;201907;12460000;40;M;5000.0;859.0;752.0;0
2998;201906;4671160;43;M;31000.0;551.0;897.0;1
2999;201905;2554000;45;F;3100.0;904.0;730.0;1
3000;201905;4285020;46;F;2402.4;822.0;579.0;0
3001;201906;9854320;44;M;2200.0;601.0;908.0;1
3002;201906;9403060;45;M;2500.0;590.0;662.0;1
3003;201908;79822300;59;M;2500.0;640.0;665.0;1
3004;201907;9750000;44;F;3098.0;724.0;785.0;1
3005;201906;20756130;21;M;2600.0;626.0;607.0;1
3006;201905;3728240;45;M;2500.0;303.0;712.0;1
3007;201908;28080145;21;F;1181.0;429.0;665.0;1
3008;201906;19800220;46;M;2602.6;697.0;716.0;1
3009;201907;92310150;22;F;8000.0;872.0;744.0;1
3010;201909;2072001;43;M;3123.76;624.0;778.0;1
3011;201907;15810410;45;M;3600.0;478.0;699.0;1
3012;201909;30260640;28;M;2000.0;447.0;697.0;1
3013;201907;28200973;21;M;1500.0;247.0;604.0;0
3014;201908;5364000;45;F;4000.0;487.0;543.0;0
3015;201907;79020300;44;F;8000.0;859.0;818.0;1
3016;201909;89286340;22;M;1200.0;417.0;677.0;1
3017;201908;93315160;46;F;5000.0;777.0;833.0;1
3018;201907;8470750;44;M;2000.0;411.0;555.0;0
3019;201907;26950000;25;M;1200.0;462.0;698.0;1
3020;201905;13098627;43;M;3000.0;752.0;744.0;1
3021;201905;25215365;21;M;1800.0;462.0;548.0;0
3022;201906;7790640;58;F;1872.0;540.0;617.0;0
3023;201909;28360000;23;F;1700.0;461.0;602.0;1
3024;201905;28800000;24;M;2000.0;338.0;612.0;1
3025;201909;24890000;21;F;2000.0;445.0;621.0;1
3026;201908;29171209;21;M;1500.0;389.0;651.0;1
3027;201906;25056360;22;F;1224.69;537.0;660.0;1
3028;201909;13720000;43;M;6000.0;814.0;800.0;1
3029;201909;29060300;21;M;1200.0;613.0;593.0;1
3030;201908;13025061;50;F;4900.0;345.0;700.0;0
3031;201908;8970000;43;F;2500.0;615.0;759.0;1
3032;201908;26116570;21;M;1250.0;433.0;512.0;0
3033;201905;3015000;41;F;6000.0;815.0;644.0;1
3034;201909;22610070;22;M;1400.0;484.0;634.0;1
3035;201908;7911090;48;M;2720.0;213.0;712.0;1
3036;201909;6654450;43;M;1900.0;370.0;587.0;1
3037;201907;11628228;47;F;3371.0;837.0;638.0;1
3038;201909;4406120;47;F;2000.0;707.0;715.0;1
3039;201908;17054183;50;M;8000.0;892.0;679.0;1
3040;201907;16402319;41;M;8000.0;805.0;739.0;1
3041;201908;6447175;45;F;3000.0;345.0;658.0;1
3042;201905;3636100;42;F;3200.0;861.0;602.0;1
3043;201906;3636100;42;F;3200.0;780.0;636.0;1
3044;201906;1518010;42;M;13600.0;665.0;779.0;1
3045;201908;6310310;43;M;3500.0;781.0;758.0;1
3046;201909;31748323;42;F;3500.0;616.0;577.0;1
3047;201908;4464040;43;M;5000.0;538.0;821.0;1
3048;201909;25212450;22;M;1250.0;2.0;530.0;0
3049;201908;5528240;42;M;4000.0;380.0;612.0;0
3050;201905;23898012;26;M;1250.0;691.0;660.0;1
3051;201909;13403304;48;F;1900.0;777.0;606.0;1
3052;201905;23075007;24;M;1500.0;373.0;568.0;1
3053;201907;4559907;49;F;2308.78;778.0;778.0;1
3054;201908;4860120;49;F;1850.0;766.0;816.0;1
3055;201906;3225010;45;M;2500.0;688.0;794.0;1
3056;201906;18030300;45;M;5700.0;721.0;738.0;1
3057;201909;13202540;42;M;15000.0;795.0;709.0;1
3058;201907;14680000;42;F;5450.0;607.0;773.0;1
3059;201906;22753212;21;M;2126.0;618.0;711.0;1
3060;201907;3572010;46;F;1800.0;17.0;515.0;1
3061;201905;4425000;43;M;3150.0;464.0;677.0;1
3062;201908;4059000;44;M;5200.0;801.0;653.0;0
3063;201907;8151602;43;M;4000.0;475.0;714.0;0
3064;201909;1527020;46;F;8000.0;787.0;685.0;1
3065;201907;4190020;42;M;4700.0;187.0;625.0;0
3066;201906;13970270;50;F;2520.0;621.0;662.0;0
3067;201908;8745575;45;F;1900.0;464.0;820.0;1
3068;201907;14060670;50;M;1701.0;697.0;739.0;1
3069;201908;13386048;46;M;7950.0;834.0;662.0;1
3070;201907;2517030;43;M;6000.0;677.0;783.0;1
3071;201908;5334110;47;M;13000.0;571.0;687.0;0
3072;201909;13348685;46;F;3040.0;719.0;764.0;1
3073;201907;3090020;45;M;15000.0;479.0;770.0;1
3074;201907;41760000;58;F;3000.0;520.0;798.0;1
3075;201909;6293130;44;F;5700.0;784.0;591.0;1
3076;201909;6711250;45;M;5000.0;366.0;642.0;1
3077;201907;18147000;44;M;3000.0;657.0;773.0;1
3078;201909;6824130;43;M;3000.0;462.0;638.0;0
3079;201907;6160040;44;F;4000.0;644.0;612.0;1
3080;201907;15910000;41;F;3000.0;694.0;644.0;0
3081;201908;6719460;43;M;4500.0;479.0;620.0;1
3082;201906;2410000;45;F;5000.0;557.0;580.0;1
3083;201909;4851602;41;M;14900.0;535.0;648.0;0
3084;201907;13206670;46;F;3150.0;626.0;764.0;1
3085;201906;3150010;42;F;16000.0;744.0;691.0;1
3086;201909;44050558;47;M;16347.0;685.0;817.0;1
3087;201907;14406671;48;M;1980.0;517.0;680.0;1
3088;201907;5265040;44;M;5500.0;461.0;643.0;0
3089;201908;72640423;58;F;6000.0;506.0;626.0;1
3090;201909;13240000;45;M;3500.0;587.0;760.0;1
3091;201908;23057028;21;M;1500.0;523.0;635.0;1
3092;201907;1532030;46;M;4800.0;647.0;651.0;0
3093;201907;3910000;47;F;2500.0;622.0;670.0;1
3094;201909;9914020;41;M;5000.0;716.0;690.0;1
3095;201907;9403250;45;F;1880.0;675.0;777.0;0
3096;201905;69080030;55;M;5000.0;652.0;683.0;1
3097;201908;8245130;42;F;6645.0;823.0;709.0;1
3098;201907;5397220;43;M;2200.0;652.0;641.0;1
3099;201908;36420000;62;M;3000.0;299.0;564.0;0
3100;201908;18682843;42;F;4600.0;867.0;670.0;1
3101;201909;15062569;45;M;3000.0;724.0;660.0;1
3102;201907;8142180;41;M;3700.0;570.0;605.0;0
3103;201909;88370062;65;M;30158.0;798.0;772.0;1
3104;201909;27570000;21;F;1233.0;504.0;623.0;1
3105;201908;18131230;45;M;6006.0;828.0;797.0;1
3106;201907;4893015;45;M;3000.0;250.0;522.0;0
3107;201907;6705425;45;M;10000.0;501.0;890.0;1
3108;201907;6705425;45;M;12000.0;501.0;890.0;0
3109;201909;3968000;42;F;5948.7;171.0;724.0;1
3110;201908;14706114;46;F;8300.0;840.0;646.0;1
3111;201907;9550730;46;M;3000.0;363.0;749.0;1
3112;201908;18075000;44;F;7000.0;778.0;726.0;1
3113;201905;6775260;43;M;7000.0;636.0;767.0;1
3114;201905;9760000;42;F;4300.0;638.0;728.0;1
3115;201905;12241230;46;F;3500.0;689.0;586.0;1
3116;201908;12630000;46;F;8000.0;666.0;731.0;1
3117;201907;4853185;43;M;2300.0;272.0;656.0;1
3118;201909;4866190;47;F;1160.0;571.0;570.0;0
3119;201907;13141090;60;M;9800.0;724.0;791.0;1
3120;201907;7170600;44;M;7900.0;747.0;761.0;1
3121;201909;2368000;45;M;2100.0;476.0;718.0;1
3122;201908;7161758;46;F;2000.0;708.0;797.0;1
3123;201908;68710000;61;M;10010.0;565.0;782.0;0
3124;201907;3345001;46;M;5000.0;476.0;726.0;1
3125;201908;14094164;45;F;5000.0;797.0;666.0;1
3126;201909;5061100;46;M;10000.0;398.0;631.0;0
3127;201907;4367060;45;M;17000.0;619.0;766.0;1
3128;201908;7043000;45;F;10000.0;826.0;727.0;0
3129;201908;13140430;44;F;2260.0;721.0;662.0;1
3130;201908;2131110;48;F;3500.0;551.0;739.0;1
3131;201907;5845240;41;M;9000.0;655.0;671.0;1
3132;201906;72015565;62;F;4547.0;654.0;734.0;1
3133;201907;1527000;42;M;6027.0;861.0;638.0;1
3134;201907;8490080;42;M;5500.0;700.0;673.0;1
3135;201909;60325210;57;F;3110.0;487.0;553.0;1
3136;201907;17502580;46;M;5000.0;272.0;556.0;0
3137;201909;87070430;54;M;7000.0;355.0;524.0;0
3138;201906;13500310;53;F;3000.0;241.0;557.0;0
3139;201907;19400000;42;M;3400.0;596.0;744.0;1
3140;201905;6730000;43;M;30000.0;688.0;757.0;1
3141;201907;9720470;46;F;5000.0;518.0;719.0;1
3142;201905;45650330;56;M;3000.0;345.0;718.0;1
3143;201908;7850325;44;M;5000.0;707.0;703.0;1
3144;201906;9571425;43;F;2400.0;395.0;719.0;0
3145;201909;9132410;42;F;6000.0;475.0;741.0;0
3146;201905;9912230;43;F;2000.0;767.0;693.0;1
3147;201909;9910700;48;F;2600.0;207.0;754.0;1
3148;201908;9671000;45;M;6500.0;286.0;728.0;0
3149;201905;5336010;40;M;5000.0;285.0;744.0;0
3150;201908;8247015;47;M;3200.0;448.0;703.0;1
3151;201906;9360530;41;M;1380.0;288.0;769.0;1
3152;201906;8290280;42;M;4194.58;876.0;763.0;1
3153;201909;68198000;55;F;2000.0;629.0;597.0;0
3154;201905;14940000;44;F;5800.0;454.0;696.0;0
3155;201908;1310100;44;F;18000.0;862.0;777.0;1
3156;201909;76997000;50;F;3839.0;703.0;729.0;1
3157;201909;2270040;44;F;5000.0;853.0;617.0;1
3158;201905;72812360;63;M;5000.0;868.0;736.0;1
3159;201907;72812360;63;M;5000.0;725.0;779.0;1
3160;201907;4048050;70;M;10000.0;847.0;562.0;1
3161;201906;59151180;42;F;8400.0;935.0;675.0;0
3162;201908;69312133;53;M;4000.0;588.0;734.0;1
3163;201906;6144110;41;F;7500.0;745.0;668.0;1
3164;201905;91260010;64;M;6000.0;199.0;657.0;1
3165;201908;2723110;41;M;22000.0;436.0;647.0;0
3166;201906;13080450;42;F;3307.65;665.0;813.0;1
3167;201906;12245520;45;F;35000.0;764.0;763.0;1
3168;201906;13254741;39;M;3500.0;794.0;662.0;1
3169;201905;19970000;43;M;1900.0;395.0;700.0;0
3170;201909;6764480;42;F;3500.0;672.0;772.0;1
3171;201909;6764030;41;F;10500.0;783.0;682.0;1
3172;201907;5633010;44;F;2300.0;778.0;733.0;1
3173;201909;6412020;40;F;10680.0;596.0;743.0;1
3174;201905;19000000;44;M;3800.0;777.0;596.0;1
3175;201909;78085901;58;M;5975.0;566.0;732.0;1
3176;201908;12030720;46;M;1500.0;249.0;660.0;0
3177;201906;66073220;56;M;1800.0;392.0;722.0;1
3178;201907;13056670;44;M;4000.0;725.0;802.0;1
3179;201906;52041260;57;M;3707.0;2.0;755.0;1
3180;201906;12919016;40;M;2000.0;565.0;779.0;0
3181;201906;13081190;41;F;3810.0;612.0;691.0;1
3182;201906;13212111;39;M;4500.0;714.0;788.0;1
3183;201905;13180570;39;F;2500.0;577.0;696.0;1
3184;201909;6160022;39;M;4500.0;668.0;647.0;1
3185;201909;9913210;49;F;1600.0;313.0;658.0;1
3186;201906;5386120;39;M;7000.0;633.0;595.0;0
3187;201909;13069053;41;M;6500.0;531.0;722.0;1
3188;201906;3408040;36;M;6000.0;721.0;655.0;0
3189;201906;6030302;40;F;10500.0;763.0;702.0;1
3190;201909;13486039;38;M;4500.0;710.0;541.0;0
3191;201909;5414000;40;F;3429.46;773.0;704.0;1
3192;201905;2450010;40;F;3854.0;889.0;669.0;1
3193;201909;20961050;39;M;6000.0;736.0;737.0;1
3194;201905;15920000;32;F;1560.0;532.0;661.0;0
3195;201908;6260150;36;M;3800.0;476.0;735.0;0
3196;201905;7849160;40;M;2000.0;377.0;613.0;1
3197;201905;2243000;39;M;2255.0;450.0;736.0;0
3198;201908;8461650;39;F;6000.0;352.0;675.0;0
3199;201905;13186031;40;F;7000.0;884.0;671.0;0
3200;201906;88705002;64;M;4636.1;921.0;768.0;1
3201;201908;12227400;40;M;2100.0;627.0;808.0;1
3202;201906;4814570;38;M;2000.0;649.0;822.0;1
3203;201908;13034810;40;M;5500.0;731.0;790.0;1
3204;201906;13060492;40;F;1564.0;700.0;542.0;1
3205;201906;15805180;38;F;4500.0;845.0;648.0;1
3206;201906;65000000;59;F;4000.0;498.0;629.0;0
3207;201908;15802065;32;F;3202.0;493.0;619.0;1
3208;201905;95600100;61;M;12000.0;784.0;675.0;1
3209;201908;4278010;39;M;2802.8;268.0;599.0;0
3210;201908;31160590;71;F;7000.0;593.0;695.0;1
3211;201907;6120070;38;F;7500.0;854.0;583.0;1
3212;201907;69909748;51;M;11000.0;570.0;712.0;1
3213;201906;13170725;40;M;10000.0;551.0;722.0;0
3214;201907;12232660;38;M;2200.0;576.0;628.0;1
3215;201908;64000110;58;F;7500.0;630.0;772.0;1
3216;201905;9340480;37;M;10000.0;845.0;667.0;1
3217;201905;13026065;34;M;15000.0;2.0;733.0;1
3218;201905;7133190;37;M;11550.0;627.0;638.0;1
3219;201908;3617060;39;F;2500.0;722.0;790.0;1
